date,expNumber,condition,puff_x,puff_trace,aa_x,aa_trace,vm_x,vm_norm_trace,vm_raw_x,vm_raw_trace
2024_09_27,1,antennae free – quiescence,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[-0.3019415527232805, -0.2705725733361892, -0.2245312770752196, -0.19657084167515002, -0.1521213608776636, -0.07498792837446187, -0.00268182916377018, 0.13417896889036626, 0.3117865751221624, 0.6760681549305406, 0.7815426606440847, 0.9222964465846676, 1.1759646998404993, 1.376047892874963, 1.4653447953837968, 1.3761690082102676, 1.2712308747462082, 0.9722306985360559, 0.9609496643113068, 0.8458550912657253, 0.8971389677985594, 0.8025994758364543, 0.5785007259024452, 0.6880931873701893, 0.5863559661375363, 0.4153059209806991, 0.3375842353934175, 0.22143421143366732, 0.21179685864075495, 0.151533116350147, 0.13722415603488589, 0.08644205620811969, -0.002110850053685989, -0.08327569920397808, -0.11945470053013557, -0.15746774168757816, -0.2875633605779474, -0.23233457335971985, -0.3133437148573304, -0.2666103304820365, -0.312565109916858, -0.28837656153550134, -0.2983945618973831, -0.09149423864658461, -0.12184238587747853, -0.10691054164599331, 0.0695031925390376, 0.12473196872110252, 0.14210342500003312, 0.1673127994373973, 0.1812238067175545, 0.16082445719146002, 0.13622066371143274, 0.1416535720351249, 0.13199891792507276, 0.1423456637184918, 0.16945828614750968]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[-0.9289473684210525, -0.9447368421052631, -1.0342105263157892, -1.163157894736842, -1.2263157894736845, -1.1921052631578948, -1.260526315789474, -1.3289473684210529, -1.360526315789474, -1.4368421052631575, -1.452631578947368, -1.3736842105263158, -1.381578947368421, -1.5157894736842106, -2.3526315789473684, -8.105263157894735, -6.928947368421053, -5.231578947368422, -3.8421052631578947, -4.794736842105263, -2.9, -1.0368421052631576, 0.9473684210526315, 2.7578947368421054, 4.2552631578947375, 5.463157894736843, 5.9789473684210535, 6.102631578947369, 6.1421052631578945, 5.802631578947368, 5.476315789473684, 5.242105263157894, 4.715789473684209, 4.221052631578947, 3.789473684210526, 3.4210526315789473, 3.0526315789473686, 2.565789473684211, 2.3552631578947367, 2.0447368421052636, 1.6394736842105262, 1.45, 1.231578947368421, 0.9684210526315788, 0.6894736842105263, 0.3578947368421051, -1.655263157894736, 0.8526315789473685, -1.1763157894736842, -4.473684210526316, -1.9263157894736846, -1.9078947368421053, -2.9315789473684206, -1.857894736842105, -1.2842105263157897, -0.7842105263157892, -0.2842105263157894]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.40141249253967043, 0.6695975578909404, 0.6211512318188347, 0.8651131215622918, 0.9793080556569514, 1.171363155273506, 1.43608775919916, 1.2492233403797297, 1.3893716580401279, 1.3720694012889012, 1.396292564362707, 1.4516598037644537, 0.9447035438678075, 0.5640537846238721, -0.17302255609902922, -1.1471398862607014, -2.29601006569276, -3.453531382220332, -4.007203771327616, -4.605862035849565, -5.0885951518597965, -5.355049990148177, -5.931215322688397, -6.052331163502878, -6.339548716649379, -6.535064283958542, -6.616384916660951, -6.939937221516978, -6.8914908883708375, -7.00914627005373, -6.995304461679008, -6.922634958714339, -7.159675956209095, -6.984923106103128, -6.891490888331302, -6.690784646376542, -6.39318573327565, -6.3516603046761295, -5.991773249072065, -5.690713884294775, -5.2616177793048475, -4.746010365503827, -4.630085205419611, -4.199258878208434, -3.9258831349524788, -3.5659960847027374, -3.048658451623669, -2.97598894787, -2.6507064253357853, -2.5399719460078822, -2.4482699598976754, -2.3340750330783906, -2.5105581047869694, -2.456921099420295, -2.43788861173738, -2.4223165871958243, -2.2285312559018537]",[],[]
2024_10_03,1,antennae free – quiescence,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.24831035009264105, 0.284143306885396, 0.33137267766465633, 0.38583438915528984, 0.44993922096345473, 0.5304811890080349, 0.6183650788244147, 0.7047148361816041, 0.810350831505724, 0.8993305268308358, 1.0245815019587219, 1.174488177148324, 1.3515709137204535, 1.5259141303655495, 1.5801566787355146, 1.436496112762607, 0.659457828082138, 1.196952261436598, 0.024874715751995218, 0.9633257796412819, 0.20754616858930616, 0.6284465233982491, 0.46604759596000994, 0.4783206589993833, 0.5162356575254256, 0.4805122738928585, 0.5073596006693135, 0.49125120310440334, 0.49059371893526266, 0.46385597635385106, 0.42528349859697423, 0.36194573696056365, 0.3074840292157031, 0.24316004009475103, 0.18552048521375217, 0.13675698257312366, 0.09522581719359895, 0.06750184579669387, 0.04876350900991625, 0.033422180678975476, 0.022902412391600735, 0.014245519755835137, 0.0027395228589158402, -0.006026951112300449, -0.01336887311639253, -0.017752110160008328, -0.02038205241018805, -0.022902413735581845, -0.023888642085379923, -0.026518584361291214, -0.027614393629432077, -0.027833555481592238, -0.029148526610277375, -0.030463497750050122, -0.03112098332366316, -0.03068265960554306, -0.032435954453853354]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[-0.08333333333333275, -0.16666666666666666, -0.18333333333333357, -0.10000000000000024, -0.18333333333333357, -0.049999999999999524, -0.16666666666666607, -0.25, -0.16666666666666666, -0.20000000000000048, -0.2666666666666669, -0.31666666666666704, -0.3500000000000008, -0.5999999999999996, -1.0499999999999996, -4.0, -6.3500000000000005, -6.099999999999999, -4.199999999999999, -3.6500000000000004, -3.1333333333333315, -2.899999999999999, -2.766666666666666, -2.633333333333333, -2.5333333333333337, -2.350000000000001, -2.016666666666666, -1.5499999999999996, -1.3999999999999992, -1.1999999999999993, -1.0166666666666664, -0.6999999999999987, -0.6999999999999998, -0.8500000000000009, -0.816666666666667, -0.6833333333333323, -0.6166666666666659, -0.6499999999999998, -0.5166666666666669, -0.6666666666666666, -0.6333333333333329, -0.6000000000000002, -0.6000000000000002, -0.5166666666666663, -0.5999999999999996, -0.7166666666666662, -0.6499999999999998, -0.6333333333333329, -0.5666666666666664, -0.6333333333333329, -0.5, -0.4666666666666662, -0.4499999999999993, -0.4499999999999999, -0.4666666666666662, -0.3999999999999992, -0.39999999999999974]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.5150306727878112, 0.4383239768791493, 0.536946871146578, 0.5698211696829176, 0.3725753820527989, 0.4273658786109256, 0.42736587860809766, 0.27395248735302147, 0.1534133947502904, -0.14245528834765983, -0.25203628256398974, -0.449282072684755, -0.5807792666227437, -0.6355697645421424, -0.7561088579681794, -0.8876060509055037, -1.6327568172557154, -1.9067093062467368, -2.027248401567128, -2.0382065016445714, -1.6875473166677775, -1.4683853274726388, -1.501259626683634, -1.6437149204311627, -1.70946352035966, -1.6217987253522448, -1.6437149221064449, -1.545092025700858, -1.4355110292020612, -1.5122177247565223, -1.4245529289851244, -1.2382652383329689, -1.2163490406659534, -1.3040138381972024, -1.3916786375693444, -1.41359483988474, -1.2053909469846527, -1.3807205393605504, -1.3807205363299555, -0.9862289527009717, -0.7670669661622611, -0.7451507669019577, -0.5150306767091806, -0.5588630759888696, -0.44928208099198247, -0.21916199083327115, -0.60269547091265, -0.5150306743890999, -0.2958686834342572, -0.3177848831976533, -0.4054496810366359, -0.46024017697040165, -0.5479049727660245, -0.4054496793607143, -0.39449157920629574, -0.5588630704015642, -0.6355697700182196]",[],[]
2024_10_17,1,antennae free – quiescence,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.13346959118194485, 0.3508918309281639, 0.19449245831522355, 0.20965571403577843, 0.34596070143060825, 0.38409486116485253, 0.4129831276929329, 0.6124478097224033, 0.7552043403409677, 0.9053986692413911, 1.0779064056954668, 1.2851375903996387, 1.4978341202330372, 1.7009149268343098, 1.8228373805834495, 1.7610748428351122, 1.6520966336768406, 1.5492412594114735, 1.523188400075588, 1.525530691961267, 1.5171066602391003, 1.50761421469729, 1.5037514881391858, 1.2753163599766362, 1.438372782915357, 1.3809249829385184, 1.4001564333181231, 1.4013892226173659, 1.279672228762859, 1.1690092220711255, 0.9986794030365852, 0.8816059039680496, 0.7736550075895177, 0.6834151252127582, 0.3783418449764865, 0.5105786332020376, 0.3504809087538091, 0.38947802515659774, 0.36605510500183225, 0.2690760035174131, 0.2739660534972758, 0.18134277480060354, 0.28444472708990565, 0.17739786086028692, 0.2620902208737179, 0.19757445182288896, 0.23681812195061164, 0.21043651395762156, 0.22112065449971555, 0.2142170560340917, 0.21524437723969359, 0.2154087486332717, 0.2154498414825719, 0.21462798451577209, 0.2147512630570197, 0.21380612754820094, 0.21384722038855505]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.0250000000000008, -0.056250000000000355, -0.018749999999999822, 0.03125, 0.012500000000000178, -0.012500000000000622, -0.012499999999999734, -0.037499999999999645, -0.006249999999999645, -0.03125, -0.006249999999999645, 0.03125, 0.018749999999999822, -0.08750000000000036, -0.4875000000000007, -2.081250000000001, -5.125, -6.606250000000001, -6.668750000000001, -5.9750000000000005, -6.3062499999999995, -6.4375, -5.981249999999999, -5.56875, -5.081250000000001, -4.36875, -4.143750000000001, -3.2812500000000004, -2.8437500000000004, -2.243750000000001, -1.6750000000000007, -1.6, -1.7750000000000004, -1.2375000000000012, -1.0375000000000005, -0.9875000000000007, -0.8750000000000009, -0.9500000000000006, -1.0187500000000003, -0.8812500000000001, -0.5312500000000009, -0.47500000000000053, -0.45625000000000027, -0.4375000000000009, -0.4500000000000006, -0.4562500000000007, -0.46250000000000036, -0.37500000000000044, -0.4125000000000001, -0.37500000000000044, -0.30000000000000027, -0.31874999999999964, -0.28125, -0.28750000000000053, -0.30625000000000036, -0.2562500000000001, -0.2937500000000006]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.13560648213470383, 0.21779222878179016, 0.27943153704681567, 0.33696156041062864, 0.3164151240244397, 0.30408726148439325, 0.353398707554323, 0.3821637178160655, 0.2383386626751527, 0.3164151199579113, 0.16026220054439655, 0.04931144350075645, -0.1684807858767794, -0.3616172903088035, -0.7273438622266779, -1.3642833993169576, -2.272435906065488, -2.9463590388175342, -3.312085616993656, -3.336741344836324, -3.3449599189046255, -3.353178491467566, -3.1436048327741206, -3.2052441437969312, -3.180588421544, -3.275102030951339, -3.357287778409071, -3.258664881943923, -3.0819655215995594, -3.0490912245768484, -2.9751240533838983, -2.658708924580589, -2.5683046031822707, -2.572413891077698, -2.781987549106468, -2.9422497535627183, -2.9710147650037806, -2.794315407711113, -2.613506766175937, -2.6258346309225367, -2.757331826207772, -2.740894676446066, -2.473790998132767, -2.3546216610560906, -2.1861408804872724, -1.914927915466147, -1.9231464895013426, -1.7834307219800314, -1.7300099857277607, -1.7957585814355381, -1.5409827647599466, -1.450578445114938, -1.3848298450349388, -1.573857061369199, -1.6437149477365463, -1.594403498427364, -1.4423598651148852]",[],[]
2024_10_22,1,antennae free – quiescence,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.28314869809080706, 0.30487100638964326, 0.349225996948191, 0.44248779057317184, 0.5488992947238225, 0.6379885781257107, 0.7116522361751154, 0.9184567349087918, 1.0388271461814198, 1.1525721437588723, 1.3424337080184432, 1.4577212457549584, 1.6627049682286439, 1.8848591744323029, 1.9768565586628948, 1.887413252448564, 1.7840363144520697, 1.581025024093024, 1.6481644251523346, 1.4900138776053056, 1.5032141773689243, 1.347592410697041, 1.4780021358541282, 1.3472636686867572, 1.2845243850600985, 1.3194975674474576, 1.317373386549286, 1.2975476686660237, 1.307940999442884, 1.2752184495301873, 1.3068789032117798, 1.2424200396125757, 1.2027433240431276, 1.0945110994653817, 1.0226428890185348, 0.8279513283883888, 0.5579523853806821, 0.5935071794493689, 0.3295520372185915, 0.4658538533481741, 0.31511265384144127, 0.3665482619395163, 0.3430810876471323, 0.3368349747500205, 0.3471271530471245, 0.3365568079388192, 0.3456857422379034, 0.3355452915672646, 0.344977681038215, 0.3492766252056482, 0.34839154880488715, 0.3450788329150885, 0.3533732665067956, 0.3540813279428167, 0.3608584870096828, 0.35982168278292825, 0.3645505214034662]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.1999999999999997, 0.16538461538461527, 0.188461538461538, 0.1384615384615381, 0.17692307692307713, 0.2115384615384614, 0.18461538461538465, 0.13461538461538475, 0.15384615384615358, 0.16538461538461569, 0.14615384615384605, 0.16153846153846152, 0.22307692307692364, 0.038461538461538596, -0.3269230769230773, -2.296153846153846, -3.3346153846153848, -3.715384615384617, -4.553846153846153, -5.0076923076923086, -5.380769230769231, -5.2846153846153845, -5.223076923076923, -4.75, -4.723076923076923, -4.7423076923076914, -4.746153846153846, -4.719230769230768, -4.688461538461539, -4.453846153846154, -4.392307692307693, -4.0807692307692305, -3.830769230769232, -3.6153846153846154, -3.719230769230769, -3.746153846153846, -3.4576923076923074, -3.3807692307692303, -3.2423076923076914, -3.219230769230769, -3.253846153846154, -3.25, -3.173076923076923, -3.1038461538461535, -3.0730769230769237, -3.130769230769231, -3.030769230769231, -2.911538461538462, -2.7846153846153854, -2.642307692307693, -2.4384615384615382, -2.369230769230769, -2.123076923076922, -2.026923076923077, -1.7999999999999992, -1.7884615384615385, -1.7115384615384621]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[-0.08597893220621863, -0.2604655852471232, 0.025287916791604366, -0.23012008017048138, -0.020230339767399057, -0.03793188310603531, -0.13402598102306704, -0.037931883672357274, -0.1795442388166431, -0.15425632069496586, -0.3312717668445742, -0.3843764019871622, -0.38943398885510877, -0.8673756928678693, -1.1455428264536351, -2.0179761024107004, -3.133173427453038, -3.651575817820012, -4.109287195351262, -4.0688265216077095, -4.126988739106091, -4.195266127590123, -4.051124976171246, -4.3419360743741, -4.169978208291292, -4.175035790049322, -4.253428346250217, -3.9095126142565038, -4.104229609292856, -3.861465562439115, -4.041009804384653, -4.197794918871505, -4.056182560877837, -4.1092871947597445, -3.745141126131335, -3.679392531261066, -3.793188178505063, -3.4593876159385277, -3.5226074199094595, -3.02443537045145, -2.875236635782634, -2.78672890871361, -2.4503995559905216, -2.3543054552244964, -1.9294683817368268, -1.8510758225736206, -1.9800442172648143, -1.8106151475775434, -1.8485470274790416, -1.6057829866328877, -1.6538300356158924, -1.6083117781829293, -1.38072048894292, -1.4894585474326822, -1.1708307437420444, -1.1253124844945757, -1.2441657134127113]",[],[]
2024_10_22,3,antennae free – quiescence,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[-0.07975303192129783, 0.03359745490197481, 0.18442461054155684, 0.30277198822008633, 0.30632240874023037, 0.30073378248122995, 0.37101897452043775, 0.36398387932937226, 0.38127574542501946, 0.35885549200362543, 0.3207214464836276, 0.15549525584298443, 0.4404495522704215, 1.0467168625975296, 1.4133307309162684, 1.1545444682004, 0.9958932388563895, 0.9137075632467834, 0.8295494314072547, 0.7827364704538035, 0.7708359846965722, 0.8392144667997823, 0.5153370872679156, 0.8263277528548173, 0.2541838590397849, 0.3873246774635729, 0.279760036525024, 0.27851080870816636, 0.3573433213623096, 0.37884307704714343, 0.482331298272421, 0.10638106980452026, 0.5274348074877695, 0.13886085395889552, 0.37568716905859056, 0.2748946381862353, 0.3003393313237196, 0.2988928634530764, 0.16108391628755875, -0.5751026277579159, -0.1265659529396537, -0.17587734129784408, -0.015385125100484131, -0.12479070445983831, 0.09158774444225144, 0.14135939763497063, 0.04628699798823954, 0.009336320646828922, -0.020316274002943578, -0.039580596433474204, -0.05088934704999335, -0.045629465005446554, 0.0032216999004271107, -0.3581323483969781, -0.009139026456308952, -0.3445881418138463, -0.12327848736195175]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[2.6699999999999995, 3.05, 3.09, 3.069999999999999, 2.3699999999999997, 0.5399999999999988, 1.7799999999999998, 2.039999999999999, 2.4899999999999984, 2.79, 2.84, 2.8599999999999994, 3.129999999999999, 3.189999999999999, 1.4699999999999993, 0.01999999999999815, -3.46, -4.270000000000001, -4.59, -4.750000000000001, -5.51, -5.420000000000001, -4.819999999999999, -3.910000000000001, -4.16, -3.1300000000000012, -2.6199999999999997, -2.2800000000000002, -2.160000000000001, -1.7300000000000004, -1.930000000000001, -1.0300000000000005, -1.4210854715202005e-15, 0.35999999999999943, 0.6699999999999982, 0.7699999999999989, 0.6999999999999986, 1.3499999999999985, 1.6699999999999988, 2.199999999999999, 2.6099999999999994, 3.099999999999999, 3.1099999999999994, 2.7999999999999985, 2.49, 2.1499999999999986, 1.599999999999999, 1.1099999999999988, 1.0099999999999987, 0.5399999999999995, 0.6899999999999992, 0.35, 0.43000000000000044, 0.8699999999999981, 1.0799999999999996, 1.269999999999999, 1.459999999999999]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[2.912662594046344, 2.610219083538923, 2.1565538182758823, 1.840960592850886, 1.0717020974623375, 0.11177268038846862, -0.8021327439706056, -1.4333192214935386, -2.031631417300372, -2.5510453021868797, -3.024435163790064, -3.3071541071381567, -3.326878674000697, -3.2874295134649385, -3.491250146740069, -4.069837759389373, -5.174414128846332, -5.969972112631666, -6.60115861846369, -7.081123359532586, -7.192895969761682, -7.383566896926172, -7.330968020229183, -7.436165771363905, -7.140297093377012, -6.818128980290124, -6.522260313655016, -6.213241926247309, -5.9962715722813105, -5.7990257927389095, -5.73327719454595, -6.002846430350294, -6.140918473876969, -5.8713492332746435, -5.207288431131428, -4.628700805753436, -4.35913157973738, -4.181610379628323, -3.9843646033691753, -3.8725919923561785, -3.793693680037601, -3.754244520329604, -3.3334535135002517, -2.965261389962746, -2.8008899076045344, -2.748291033726442, -2.7417161729304915, -2.8403390630751106, -2.5181709638494802, -2.518170968816778, -2.4589972426648288, -2.3012006234426488, -1.86725991526041, -1.7949364645451737, -1.7291878743032982, -1.32154660451041, -1.0980013857667594]",[],[]
2024_10_23,1,antennae free – quiescence,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.13452156470612198, 0.11865972611900746, 0.14693982429464003, 0.17691294700610566, 0.1978620794464711, 0.24265328383390372, 0.32489651010479, 0.5365739943995462, 0.7711484076846665, 0.8547476894600482, 0.9450368791250703, 1.163026182029693, 1.41877157321576, 1.740372343416487, 1.979680599718653, 1.8541501943470629, 1.7209107746124501, 1.6074205746032146, 1.5045816385212334, 1.3340134757391897, 1.3352462686437172, 1.2735576949603484, 1.2929946154896002, 1.2874799501007756, 1.261575018215287, 1.2089843912925484, 1.1858326758185274, 1.0061500983637746, 0.9995752592883399, 0.8421650146971775, 0.8025515293830361, 0.6818947346058264, 0.49414974720036453, 0.5206546379403139, 0.4459067527677692, 0.4420111549261592, 0.38211422839165143, 0.39841987612491164, 0.38633036285867045, 0.32705804258662685, 0.3710191700233264, 0.32405004591884967, 0.3684467588915388, 0.3006024703071887, 0.3479907416019413, 0.30843476920203416, 0.3262444099709154, 0.3239185552122026, 0.325044499460009, 0.3294825270566738, 0.32869354451263544, 0.3461744448711654, 0.35543677246504374, 0.3606062523655583, 0.3637293088631087, 0.369383683093251, 0.3815964754696533]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[0.13124999999999995, 0.1662499999999998, 0.1549999999999999, 0.17624999999999985, 0.19124999999999975, 0.17999999999999983, 0.15499999999999992, 0.1599999999999999, 0.18500000000000003, 0.18875000000000006, 0.2125, 0.22125000000000003, 0.16875, 0.15999999999999986, 0.009999999999999875, -1.6512500000000003, -3.46, -5.35, -5.885, -5.49375, -7.43, -6.90625, -6.828749999999999, -7.746250000000001, -7.2425000000000015, -5.9575000000000005, -4.696249999999999, -3.3525000000000005, -2.16125, -1.1412499999999999, -0.38125, 0.27375000000000005, 0.6475000000000001, 0.89625, 1.0025, 0.8999999999999998, 0.7512499999999999, 0.585, 0.2899999999999999, 0.025000000000000043, -0.2325000000000001, -0.4825000000000001, -0.59375, -0.6587500000000002, -0.73375, -0.7975000000000004, -0.7725000000000001, -0.8037500000000002, -0.7512500000000004, -0.70625, -0.7175000000000002, -0.7075000000000002, -0.7137500000000002, -0.6375000000000001, -0.6175, -0.5762500000000002, -0.5187500000000002]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[-0.33778340578054644, -0.33285226093986253, -0.3147713972136418, -0.3509331232946372, -0.2736785249421166, -0.32463368595126385, -0.35997355465777403, -0.4249002915092851, -0.5309198990041034, -0.5522881926599912, -0.5522881943076372, -0.5646160571701702, -0.639405083685484, -0.8399382941927863, -1.1571752615759636, -1.9930042644920953, -3.4435826332589285, -4.457754716920069, -4.949225470791698, -5.2557783006724375, -5.528634976113592, -5.6387638745823105, -5.701225041524305, -5.7571113489068635, -5.814641371449886, -5.8869648279169935, -6.024215023165141, -6.195161374110545, -6.338986429548841, -6.417062888520276, -6.47870219830498, -6.507467209363273, -6.444184183621911, -6.3200837063207675, -6.103935194891548, -5.96093199792063, -5.727524481072505, -5.53685355257376, -5.290296317403731, -5.033054935675861, -4.765129406899931, -4.447892432160332, -4.183254334370953, -3.9046446601826568, -3.6564437117767197, -3.3786558966014604, -3.146892098063869, -2.93320916363852, -2.7877403961608076, -2.6315874825490986, -2.4516007041165, -2.2675046369051066, -2.0201255491489745, -1.8426043436428832, -1.706997867558679, -1.6396055585067217, -1.5171488016121273]",[],[]
